strategy_date,training_date,analysis_window,learned_rule,fast_score,fast_level,next_session_plan,fit_reasons,rank,code,name,push_level,emotion_score,day_return_pct,pre5_return_pct,market_regime,market_1d_pct,market_5d_pct,market_price_date,market_lag_days,market_source,relative_1d_pct,relative_5d_pct,market_adjustment,close_position,volume_ratio_5,dist_ma20_pct,consecutive_days,rank_change,capture_type,snapshot_time,reasons,risks
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,97.9,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；命中近样本强势上榜阶段；情绪分达近期强势线；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,72,000791,甘肃能源,重点观察,82.0,10.04,11.42,强势,0.47,6.48,2026-04-13,0,common_index_cache,9.57,4.94,0.0,1.0,0.98,0.79,1,,post_close,2026-04-13 15:00:00,当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；v3尾盘缩量强承接,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,96.2,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；命中近样本强势排名段；情绪分达近期强势线；近5日涨幅落在近期胜出区间；收盘承接不弱于近期胜出样本,21,600110,诺德股份,强推观察,96.0,3.14,16.46,强势,0.47,6.48,2026-04-13,0,common_index_cache,2.67,9.98,0.0,0.8,0.85,16.66,2,14.0,post_close,2026-04-13 15:00:00,人气Top50；当日上涨；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；v2连榜升温修正；v3尾盘缩量强承接；v3热点早段优先,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,90.0,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；命中近样本强势排名段；情绪分达近期强势线；收盘承接不弱于近期胜出样本,1,002580,圣阳股份,强推观察,123.0,10.01,35.85,强势,0.47,6.48,2026-04-13,0,common_index_cache,9.54,29.37,0.0,1.0,0.83,32.15,2,1.0,post_close,2026-04-13 15:00:00,人气Top3；当日涨停附近；收在日内高位；温和放量；近5日强势延续；连续上榜确认；v2连榜升温修正；v3尾盘涨停延续；v3尾盘缩量强承接,短线涨幅偏高；偏离20日线较大
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,87.5,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；命中近样本强势上榜阶段；情绪分达近期强势线；近5日涨幅落在近期胜出区间；收盘承接不弱于近期胜出样本；风险项扣分,19,002467,二六三,强推观察,90.0,10.07,11.32,强势,0.47,6.48,2026-04-13,0,common_index_cache,9.6,4.84,0.0,1.0,2.84,8.49,1,,post_close,2026-04-13 15:00:00,人气Top20；当日涨停附近；收在日内高位；近5日趋势升温；站上20日线且不过热；首次上榜即强势；v2强势延续修正；v3热点早段优先,v3尾盘版回避放量过猛
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,86.8,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势排名段；命中近样本强势上榜阶段；情绪分达近期强势线；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,10,000815,美利云,不推送,64.0,5.74,4.7,强势,0.47,6.48,2026-04-13,0,common_index_cache,5.27,-1.78,0.0,0.835,1.02,4.64,1,,post_close,2026-04-13 15:00:00,人气Top10；当日上涨；收盘承接较强；温和放量；站上20日线且不过热,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,86.8,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；情绪分达近期强势线；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,16,600666,奥瑞德,重点观察,84.0,1.9,9.18,强势,0.47,6.48,2026-04-13,0,common_index_cache,1.43,2.7,0.0,0.837,0.94,16.75,2,0.0,post_close,2026-04-13 15:00:00,人气Top20；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；v3尾盘缩量强承接；v3热点早段优先,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,86.0,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；情绪分达近期强势线；近5日涨幅落在近期胜出区间；收盘承接不弱于近期胜出样本,12,600654,中安科,强推观察,152.0,10.05,23.35,强势,0.47,6.48,2026-04-13,0,common_index_cache,9.58,16.87,0.0,1.0,0.83,23.81,2,48.0,post_close,2026-04-13 15:00:00,人气Top20；当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；v2强势延续修正；v2连榜升温修正；v2低分涨停修正；v3尾盘涨停延续；v3尾盘缩量强承接；v3热点早段优先,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,85.0,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；情绪分达近期强势线；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,76,002560,通达股份,重点观察,80.0,5.23,13.15,强势,0.47,6.48,2026-04-13,0,common_index_cache,4.76,6.67,0.0,0.971,0.9,27.47,2,12.0,post_close,2026-04-13 15:00:00,当日上涨；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；v3尾盘缩量强承接,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,80.2,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势排名段；情绪分达近期强势线；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,8,300750,宁德时代,普通观察,76.0,2.72,10.72,强势,0.47,6.48,2026-04-13,0,common_index_cache,2.25,4.24,0.0,0.642,1.33,6.07,2,20.0,post_close,2026-04-13 15:00:00,人气Top10；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；人气排名明显上升；v3热点早段优先,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,80.2,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势上榜阶段；情绪分达近期强势线；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,99,003031,中瓷电子,普通观察,76.0,8.46,17.53,强势,0.47,6.48,2026-04-13,0,common_index_cache,7.99,11.05,0.0,0.9,0.91,24.72,1,,post_close,2026-04-13 15:00:00,当日强涨；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热；v3尾盘缩量强承接,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,79.3,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势排名段；情绪分达近期强势线；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,47,300476,胜宏科技,普通观察,74.0,2.91,13.17,强势,0.47,6.48,2026-04-13,0,common_index_cache,2.44,6.69,0.0,0.774,1.22,9.63,2,7.0,post_close,2026-04-13 15:00:00,人气Top50；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；v2连榜升温修正；v3热点早段优先,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,78.4,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势上榜阶段；情绪分达近期强势线；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,87,000612,焦作万方,普通观察,72.0,10.02,18.72,强势,0.47,6.48,2026-04-13,0,common_index_cache,9.55,12.24,0.0,1.0,2.14,12.34,1,,post_close,2026-04-13 15:00:00,当日涨停附近；收在日内高位；放量仍可控；近5日趋势升温；站上20日线且不过热；v2低分涨停修正,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,78.4,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势上榜阶段；情绪分达近期强势线；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,94,600982,宁波能源,普通观察,72.0,10.08,11.56,强势,0.47,6.48,2026-04-13,0,common_index_cache,9.61,5.08,0.0,1.0,1.34,0.95,1,,post_close,2026-04-13 15:00:00,当日涨停附近；收在日内高位；温和放量；近5日趋势升温；站上20日线且不过热,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,78.35,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；情绪分达近期强势线；近5日涨幅落在近期胜出区间；收盘承接不弱于近期胜出样本,17,002281,光迅科技,重点观察,83.0,5.48,25.82,强势,0.47,6.48,2026-04-13,0,common_index_cache,5.01,19.34,0.0,0.75,0.87,27.6,2,1.0,post_close,2026-04-13 15:00:00,人气Top20；当日上涨；收盘承接较强；温和放量；近5日强势延续；站上20日线且不过热；连续上榜确认；v2连榜升温修正；v3热点早段优先,短线涨幅偏高
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,78.0,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；情绪分达近期强势线；收盘承接不弱于近期胜出样本,18,301696,三瑞智能,强推观察,104.0,28.8,,强势,0.47,6.48,2026-04-13,0,common_index_cache,28.33,,0.0,0.868,0.87,12.59,2,28.0,post_close,2026-04-13 15:00:00,人气Top20；当日涨停附近；收盘承接较强；温和放量；站上20日线且不过热；连续上榜确认；人气排名明显上升；v3尾盘涨停延续；v3尾盘缩量强承接,-
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,77.45,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势层级；情绪分达近期强势线；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,20,002418,康盛股份,重点观察,81.0,10.02,37.89,强势,0.47,6.48,2026-04-13,0,common_index_cache,9.55,31.41,0.0,1.0,1.9,31.1,2,0.0,post_close,2026-04-13 15:00:00,人气Top20；当日涨停附近；收在日内高位；放量仍可控；近5日强势延续；连续上榜确认；v2连榜升温修正,短线涨幅偏高；偏离20日线较大
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,77.05,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势排名段；情绪分达近期强势线；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,28,002342,巨力索具,普通观察,69.0,5.42,27.86,强势,0.47,6.48,2026-04-13,0,common_index_cache,4.95,21.38,0.0,0.709,1.29,21.59,2,39.0,post_close,2026-04-13 15:00:00,人气Top50；当日上涨；温和放量；近5日强势延续；站上20日线且不过热；连续上榜确认；人气排名明显上升；v2连榜升温修正；v3热点早段优先,短线涨幅偏高
2026-04-13,2026-04-10,2026-04-10 -> 2026-04-13,近样本强势阈值15%，偏好推送层级=强推观察、重点观察，排名段=Top3、Top10、Top50，上榜阶段=首次上榜，情绪分不低于50。 低层级强势反哺：不推送33只: 站上20日线且不过热、温和放量、人气Top50、近5日趋势升温；普通观察4只: 站上20日线且不过热、v3热点早段优先、当日上涨、当日涨停附近。,75.7,下个交易日主盯,先看开盘分歧后的承接，强转弱或量能失控就放弃。,命中近样本强势排名段；情绪分达近期强势线；近5日涨幅落在近期胜出区间；量比落在近期胜出区间；收盘承接不弱于近期胜出样本,27,002594,比亚迪,普通观察,66.0,2.54,5.29,强势,0.47,6.48,2026-04-13,0,common_index_cache,2.07,-1.19,0.0,0.823,1.37,1.09,2,5.0,post_close,2026-04-13 15:00:00,人气Top50；收盘承接较强；温和放量；近5日趋势升温；站上20日线且不过热；连续上榜确认；v3热点早段优先,-
